"name","mouse","value","time","box"
"logR","B",686685.124786688,4,"02"
"logW","B",3334758.8840393,4,"02"
"logN","B",641261.260415314,4,"02"
"logM","A",528811.835991555,4,"02"
"logE","A",7627511.3478134,4,"02"
"logR","A",686685.124780932,4,"02"
"logW","A",3839037.49451779,4,"02"
"logN","A",641261.259197382,4,"02"
"logE","GROUP",7486490.01217804,5,"02"
"logM","GROUP",1684340.73742284,5,"02"
"logN","GROUP",685479.443628635,5,"02"
"logR","GROUP",705069.490022107,5,"02"
"logW","GROUP",8902799.50256144,5,"02"
"logM","B",988380.231155735,5,"02"
"logE","B",7949887.08033407,5,"02"
"logR","B",705069.490022703,5,"02"
"logW","B",5900661.70273298,5,"02"
"logN","B",685479.444273474,5,"02"
"logM","A",1820414.26316394,5,"02"
"logE","A",7223203.37517611,5,"02"
"logR","A",705069.490016797,5,"02"
"logW","A",6716655.36001576,5,"02"
"logN","A",685479.442971596,5,"02"
"logE","GROUP",6110330.54172286,6,"02"
"logM","GROUP",4104020.18967024,6,"02"
"logN","GROUP",734462.031781014,6,"02"
"logR","GROUP",533194.410458867,6,"02"
"logW","GROUP",11832698.5470094,6,"02"
"logM","B",2657869.6732191,6,"02"
"logE","B",7133501.72509915,6,"02"
"logR","B",533194.410459316,6,"02"
"logW","B",10774386.7833312,6,"02"
"logN","B",734462.032471983,6,"02"
"logM","A",3893865.43291873,6,"02"
"logE","A",5781123.05198499,6,"02"
"logR","A",533194.410454853,6,"02"
"logW","A",9592240.08397944,6,"02"
"logN","A",734462.03107705,6,"02"
"logE","GROUP",3345916.7461748,7,"02"
"logM","GROUP",2902309.07155914,7,"02"
"logN","GROUP",803007.684445233,7,"02"
"logR","GROUP",442885.217607049,7,"02"
"logW","GROUP",12941967.714099,7,"02"
"logM","B",3048196.47880233,7,"02"
"logE","B",4925907.70910322,7,"02"
"logR","B",442885.217607421,7,"02"
"logW","B",14806159.3197475,7,"02"
"logN","B",803007.685200713,7,"02"
"logM","A",3448169.19460716,7,"02"
"logE","A",3034060.23498043,7,"02"
"logR","A",442885.217603718,7,"02"
"logW","A",9591374.34146172,7,"02"
"logN","A",803007.683675586,7,"02"
"logE","GROUP",1616458.63037873,8,"02"
"logM","GROUP",484961.75587158,8,"02"
"logN","GROUP",955232.458419363,8,"02"
"logR","GROUP",541885.970732445,8,"02"
"logW","GROUP",9803364.39244773,8,"02"
"logM","B",773546.312459902,8,"02"
"logE","B",2620669.00338928,8,"02"
"logR","B",541885.970732897,8,"02"
"logW","B",9711872.0767912,8,"02"
"logN","B",955232.4593181,8,"02"
"logM","A",670246.191118584,8,"02"
"logE","A",1023732.49242408,8,"02"
"logR","A",541885.970728373,8,"02"
"logW","A",5555613.49828616,8,"02"
"logN","A",955232.45750382,8,"02"
"logE","GROUP",1493749.61404361,9,"02"
"logM","GROUP",86920.9620153428,9,"02"
"logN","GROUP",1419545.67261534,9,"02"
"logR","GROUP",865329.853971755,9,"02"
"logW","GROUP",7975428.73979924,9,"02"
"logM","B",143293.457131186,9,"02"
"logE","B",1831496.02227457,9,"02"
"logR","B",865329.853972475,9,"02"
"logW","B",6350771.68599889,9,"02"
"logN","B",1419545.67395102,9,"02"
"logM","A",51932.1220275767,9,"02"
"logE","A",554418.379237216,9,"02"
"logR","A",865329.853965256,9,"02"
"logW","A",4253802.05108728,9,"02"
"logN","A",1419545.67125477,9,"02"
"logE","GROUP",1560106.15654331,10,"02"
"logM","GROUP",24464.1041940302,10,"02"
"logN","GROUP",2363149.7385408,10,"02"
"logR","GROUP",2097322.94976156,10,"02"
"logW","GROUP",7301294.00181208,10,"02"
"logM","B",47619.8846360166,10,"02"
"logE","B",1510844.61171496,10,"02"
"logR","B",2097322.9497633,10,"02"
"logW","B",5115467.77833092,10,"02"
"logN","B",2363149.74076436,10,"02"
"logM","A",5709.88368687319,10,"02"
"logE","A",503512.631229872,10,"02"
"logR","A",2097322.94974582,10,"02"
"logW","A",3999167.5026144,10,"02"
"logN","A",2363149.73627586,10,"02"
"logE","GROUP",1566213.60437127,11,"02"
"logM","GROUP",24297.807439279,11,"02"
"logN","GROUP",3463624.27897458,11,"02"
"logR","GROUP",3579676.38741383,11,"02"
"logW","GROUP",6382554.78690808,11,"02"
"logM","B",36263.7801980981,11,"02"
"logE","B",1850313.15975436,11,"02"
"logR","B",3579676.38741678,11,"02"
"logW","B",4584531.22989031,11,"02"
"logN","B",3463624.28223358,11,"02"
"logM","A",3009.05317382469,11,"02"
"logE","A",1045975.73435811,11,"02"
"logR","A",3579676.38738697,11,"02"
"logW","A",2773658.13805069,11,"02"
"logN","A",3463624.27565505,11,"02"
"logE","GROUP",1299289.23473726,12,"02"
"logM","GROUP",28618.3242672446,12,"02"
"logN","GROUP",4328292.29600301,12,"02"
"logR","GROUP",4122995.75154432,12,"02"
"logW","GROUP",7092587.81847007,12,"02"
"logM","B",50004.7250831306,12,"02"
"logE","B",2851141.16641832,12,"02"
"logR","B",4122995.75154771,12,"02"
"logW","B",6125181.10328301,12,"02"
"logN","B",4328292.30007548,12,"02"
"logM","A",4756.81141871709,12,"02"
"logE","A",2185466.1331831,12,"02"
"logR","A",4122995.7515134,12,"02"
"logW","A",3004833.5613237,12,"02"
"logN","A",4328292.29185499,12,"02"
"logE","GROUP",1576306.42508185,13,"02"
"logM","GROUP",38095.786990234,13,"02"
"logN","GROUP",3784634.35696031,13,"02"
"logR","GROUP",3342641.05452471,13,"02"
"logW","GROUP",8397168.10768771,13,"02"
"logM","B",67781.2184147557,13,"02"
"logE","B",3723622.02677003,13,"02"
"logR","B",3342641.05452745,13,"02"
"logW","B",9467640.7450537,13,"02"
"logN","B",3784634.36052106,13,"02"
"logM","A",9056.5150295459,13,"02"
"logE","A",3172512.6459109,13,"02"
"logR","A",3342641.05449966,13,"02"
"logW","A",3408581.24826892,13,"02"
"logN","A",3784634.35333368,13,"02"
"logE","GROUP",4117142.41783695,14,"02"
"logM","GROUP",37676.2399159173,14,"02"
"logN","GROUP",3456411.35092072,14,"02"
"logR","GROUP",3734210.74478611,14,"02"
"logW","GROUP",10284783.4438518,14,"02"
"logM","B",62984.3134027598,14,"02"
"logE","B",4097461.97243164,14,"02"
"logR","B",3734210.74478915,14,"02"
"logW","B",13805079.8739067,14,"02"
"logN","B",3456411.35417242,14,"02"
"logM","A",18271.0924629429,14,"02"
"logE","A",3638425.41126603,14,"02"
"logR","A",3734210.74475813,14,"02"
"logW","A",4551869.08674988,14,"02"
"logN","A",3456411.34760888,14,"02"
"logE","GROUP",4053454.85120759,15,"02"
"logM","GROUP",37730.9884241073,15,"02"
"logN","GROUP",2885130.34980257,15,"02"
"logR","GROUP",2505369.19646911,15,"02"
"logW","GROUP",13360489.0910449,15,"02"
"logM","B",42149.8090482984,15,"02"
"logE","B",4996601.53728267,15,"02"
"logR","B",2505369.19647115,15,"02"
"logW","B",21505028.825755,15,"02"
"logN","B",2885130.35251662,15,"02"
"logM","A",37498.3273174095,15,"02"
"logE","A",4602123.13209406,15,"02"
"logR","A",2505369.19645035,15,"02"
"logW","A",7035770.01397703,15,"02"
"logN","A",2885130.34703833,15,"02"
"logE","GROUP",4840964.61956971,16,"02"
"logM","GROUP",31866.0148764051,16,"02"
"logN","GROUP",2442352.0418473,16,"02"
"logR","GROUP",1989183.95513573,16,"02"
"logW","GROUP",16463102.1550765,16,"02"
"logM","B",9909.82697509058,16,"02"
"logE","B",5077543.37276105,16,"02"
"logR","B",1989183.95513734,16,"02"
"logW","B",25563507.2160913,16,"02"
"logN","B",2442352.04414465,16,"02"
"logM","A",56401.9915344102,16,"02"
"logE","A",4712128.13814901,16,"02"
"logR","A",1989183.95512084,16,"02"
"logW","A",11742446.2140563,16,"02"
"logN","A",2442352.03950748,16,"02"
"logE","GROUP",4879383.76669051,17,"02"
"logM","GROUP",25495.9928519879,17,"02"
"logN","GROUP",2104094.22062787,17,"02"
"logR","GROUP",1812102.05795519,17,"02"
"logW","GROUP",20569465.7095226,17,"02"
"logM","B",1146.21634587614,17,"02"
"logE","B",4994347.30691902,17,"02"
"logR","B",1812102.05795666,17,"02"
"logW","B",25525068.6884997,17,"02"
"logN","B",2104094.22260694,17,"02"
"logM","A",41194.5479842238,17,"02"
"logE","A",4616056.42175481,17,"02"
"logR","A",1812102.05794163,17,"02"
"logW","A",25229896.4393733,17,"02"
"logN","A",2104094.21861221,17,"02"
"logE","GROUP",4683579.56030718,18,"02"
"logM","GROUP",1963.23018989583,18,"02"
"logN","GROUP",1860048.67379263,18,"02"
"logR","GROUP",1087128.51625806,18,"02"
"logW","GROUP",20194299.7983025,18,"02"
"logM","B",120.491743698821,18,"02"
"logE","B",4994770.33546362,18,"02"
"logR","B",1087128.51625894,18,"02"
"logW","B",19174650.2742108,18,"02"
"logN","B",1860048.67554204,18,"02"
"logM","A",3560.32166248585,18,"02"
"logE","A",4605348.56857754,18,"02"
"logR","A",1087128.51624993,18,"02"
"logW","A",30780739.3892065,18,"02"
"logN","A",1860048.67201084,18,"02"
"logE","GROUP",4795787.11882693,19,"02"
"logM","GROUP",45.4468121047307,19,"02"
"logN","GROUP",1806170.0758416,19,"02"
"logR","GROUP",1304927.20130141,19,"02"
"logW","GROUP",19748623.7404594,19,"02"
"logM","B",23.0930762265113,19,"02"
"logE","B",4478282.8785241,19,"02"
"logR","B",1304927.20130247,19,"02"
"logW","B",18616715.0770572,19,"02"
"logN","B",1806170.0775403,19,"02"
"logM","A",70.1158804128307,19,"02"
"logE","A",4104699.9731625,19,"02"
"logR","A",1304927.20129165,19,"02"
"logW","A",29284301.0814933,19,"02"
"logN","A",1806170.07411149,19,"02"
"logE","GROUP",4101366.00772716,20,"02"
"logM","GROUP",3.52974866759865,20,"02"
"logN","GROUP",1805235.65144544,20,"02"
"logR","GROUP",1281281.20597948,20,"02"
"logW","GROUP",19730829.7572041,20,"02"
